8.106027367369834646e-01 6.288284806128369153e-01
8.980738755767018189e-01 7.667024344725432705e-01
5.894460601495270513e-01 -3.408450046797739663e-01
1.943596312992184272e+00 2.589620341606380105e-01
1.336048475156362159e+00 -4.598916094180818814e-01
1.712441785366551616e-01 1.038290586198349574e+00
-5.152596292514295406e-01 5.767294673097731472e-01
-6.403914584454225567e-01 1.240024318170941608e+00
2.085173203424920185e+00 2.177103685077008688e-03
3.472460250711947305e-01 -5.509004752223356505e-01
-7.889792229786559696e-01 5.858870773088322714e-01
8.614590192005322500e-02 2.702695509168333565e-01
6.250291241959180510e-01 -6.075345285277804486e-01
-4.644731015355897386e-01 6.569076516662633036e-01
-3.121121071255648222e-02 3.697486299764722872e-01
7.963514952756792220e-02 -3.160791125372165444e-01
6.080275168432904831e-01 -3.729791455823047164e-01
1.807035886668826752e+00 3.069363572756547143e-01
-6.997592953482731915e-01 7.828294354563205548e-01
5.422315378356110660e-01 -4.650088551993407093e-01
1.352374179825743816e-02 7.407001783332121114e-01
7.595117151380509357e-01 -4.491019595778594775e-01
5.261668124217182552e-01 -6.527004253793008415e-01
-3.491901367931474764e-01 9.414968670244924231e-01
7.947945130696040250e-01 -5.165360239084761940e-01
1.781240765561244999e+00 -1.360204738136812086e-01
-1.773059675532802082e-01 9.727919011928332083e-02
5.639277885456400741e-03 3.183273305930678365e-02
1.633083100250510400e+00 1.700219675007775266e-01
7.929563583898908696e-01 7.205354019522616227e-01
1.914343786267848957e+00 2.773111209250755382e-01
-7.770882870994820779e-01 7.675268967607959958e-01
8.252333962651503541e-01 -6.528967476678344539e-01
-5.704598101314277692e-01 6.149966937235422648e-01
-2.829785736130821516e-02 3.119554340427929673e-01
6.004510867508625616e-01 1.039719615949812326e+00
4.776908271339607714e-01 5.427697492886762731e-02
1.848225286714854310e+00 -1.820644581337066414e-01
-9.125342838311171212e-01 7.692681952747507657e-01
-6.300198844275347598e-01 5.520272725735214658e-01
-9.508561958924324209e-01 4.158609864668498801e-01
-1.168162989975689348e+00 1.253906796187603812e-01
-3.345222646839647873e-01 1.245086560774584239e+00
2.261815909511663281e-01 9.080942775298825875e-01
-8.230917525735003126e-01 5.355691936823392396e-01
2.326623169276000880e+00 6.668376266139552921e-02
9.837559547991118203e-01 6.357746767335969995e-01
-6.674341968619127430e-01 4.725567828507030721e-01
6.552625734559819337e-01 7.812438418608438351e-01
-1.274063597736764530e-02 4.651152856624666820e-01
1.938427005276642801e+00 -2.540343081629448108e-01
3.503781288112998160e-01 -2.995403350826847388e-01
2.167543192743277114e+00 2.197025967060343699e-01
