   0.72909    1.00000
  -0.14963    1.00000
   2.24089    1.00000
   0.37915    1.00000
  -0.48103    1.00000
  -0.11054    1.00000
   0.57659    1.00000
   0.05617    1.00000
  -0.13288    1.00000
   0.41605    1.00000
   0.40746    1.00000
  -0.73956    1.00000
  -1.29286    1.00000
   1.86756    1.00000
  -0.35399    1.00000
   0.18878    1.00000
  -0.34791    1.00000
   0.30247    1.00000
   0.48148    1.00000
   1.84926    1.00000
   0.23218    1.00000
   0.95009    1.00000
  -0.43782    1.00000
   0.86444    1.00000
  -1.38336    1.00000
   0.62523    1.00000
  -0.20516    1.00000
   0.67691    1.00000
   0.31873    1.00000
   0.43939    1.00000
  -1.54080    1.00000
  -1.42002    1.00000
   1.05445    1.00000
   1.86756    1.00000
   0.08755    1.00000
   0.60884    1.00000
   0.37006    1.00000
   0.09740    1.00000
  -0.81315    1.00000
  -0.43515    1.00000
   0.52328    1.00000
  -1.09306    1.00000
  -0.87080    1.00000
  -1.09940    1.00000
   0.16667    1.00000
  -2.77259    1.00000
  -1.37495    1.00000
   1.95591    1.00000
  -0.50682    1.00000
   0.77179    1.00000
   1.49448    1.00000
  -0.49803    1.00000
   1.30185    1.00000
   1.33653    1.00000
  -0.82644    1.00000
   0.37816    1.00000
  -0.02818    1.00000
   0.69154    1.00000
  -0.65241    1.00000
   1.45427    1.00000
  -0.74745    1.00000
   0.03183    1.00000
  -1.72628    1.00000
   0.52106    1.00000
  -0.64362    1.00000
  -1.42406    1.00000
   0.97664    1.00000
  -0.91282    1.00000
   0.17743    1.00000
   1.91006    1.00000
   0.39905    1.00000
  -0.31933    1.00000
  -1.18886    1.00000
   2.25931    1.00000
  -0.74475    1.00000
   1.95078    1.00000
  -1.34776    1.00000
   1.53638    1.00000
   1.78587    1.00000
  -1.45437    1.00000
  -0.13595    1.00000
   0.46566    1.00000
  -0.65103    1.00000
   0.12898    1.00000
   1.22245    1.00000
   0.05195    1.00000
  -0.86123    1.00000
  -0.23938    1.00000
   1.13940    1.00000
   1.89589    1.00000
  -1.93628    1.00000
   0.28634    1.00000
   1.13689    1.00000
  -0.97728    1.00000
   0.29824    1.00000
  -1.31591    1.00000
  -1.61390    1.00000
  -1.15618    1.00000
  -1.46642    1.00000
  -0.17992    1.00000
   1.71334    1.00000
  -0.57579    1.00000
  -0.43807    1.00000
   0.94942    1.00000
   0.12691    1.00000
   0.42833    1.00000
  -0.46642    1.00000
  -0.50965    1.00000
   1.92953    1.00000
  -0.06824    1.00000
   1.48825    1.00000
   2.30392    1.00000
   0.01050    1.00000
  -1.25280    1.00000
  -2.06999    1.00000
  -0.59732    1.00000
  -0.40318    1.00000
  -0.51081    1.00000
   0.05217    1.00000
  -0.46158    1.00000
  -0.31089    1.00000
   0.61038    1.00000
   0.39601    1.00000
  -1.17312    1.00000
   0.94725    1.00000
  -0.81336    1.00000
   1.92294    1.00000
   0.31694    1.00000
   0.26705    1.00000
  -0.73803    1.00000
   0.82350    1.00000
  -0.68955    1.00000
  -1.07075    1.00000
  -0.05257    1.00000
  -0.01702    1.00000
  -0.09845    1.00000
  -0.39727    1.00000
  -0.18718    1.00000
   0.08842    1.00000
  -1.58294    1.00000
   0.92086    1.00000
   1.20238    1.00000
  -0.36918    1.00000
  -0.38733    1.00000
  -0.72560    1.00000
   1.09966    1.00000
  -2.55299    1.00000
   0.69475    1.00000
  -0.04226    1.00000
  -1.03424    1.00000
  -0.74217    1.00000
   0.68982    1.00000
  -0.85410    1.00000
   0.37643    1.00000
   0.31722    1.00000
   1.21115    1.00000
  -1.16809    1.00000
  -0.76992    1.00000
  -1.70627    1.00000
  -0.03928    1.00000
   0.31307    1.00000
   0.33367    1.00000
  -0.20830    1.00000
  -1.18063    1.00000
  -0.02433    1.00000
   0.77749    1.00000
  -1.53624    1.00000
  -0.40178    1.00000
   1.53278    1.00000
   2.06449    1.00000
  -0.41362    1.00000
   0.14404    1.00000
  -0.95595    1.00000
  -2.22340    1.00000
  -1.49126    1.00000
   0.80246    1.00000
   0.04576    1.00000
  -0.57885    1.00000
  -0.30230    1.00000
  -1.14747    1.00000
  -0.94445    1.00000
  -1.63020    1.00000
   0.97874    1.00000
   0.40016    1.00000
   0.12168    1.00000
   1.32639    1.00000
   1.02017    1.00000
   1.49408    1.00000
  -0.41005    1.00000
   2.26975    1.00000
  -0.63432    1.00000
   1.54301    1.00000
  -1.07993    1.00000
   0.49374    1.00000
   0.40234    1.00000
  -1.54477    1.00000
  -1.06002    1.00000
   0.06652    1.00000
   0.65526    1.00000
   0.61408    1.00000
   0.27992    1.00000
  -1.98080    1.00000
  -1.04525    1.00000
  -0.66348    1.00000
  -0.09815    1.00000
   0.46278    1.00000
  -2.03068    1.00000
  -0.67246    1.00000
  -0.39945    1.00000
   1.46936    1.00000
   0.44386    1.00000
  -0.54286    1.00000
   0.85683    1.00000
  -1.00022    1.00000
   1.11702    1.00000
  -0.26800    1.00000
   0.15495    1.00000
   1.15233    1.00000
  -1.27048    1.00000
   0.40199    1.00000
  -1.22544    1.00000
  -0.69457    1.00000
   2.16324    1.00000
   0.76104    1.00000
  -0.49332    1.00000
   0.06326    1.00000
  -0.89547    1.00000
   0.41060    1.00000
   0.58295    1.00000
  -0.21274    1.00000
   0.67229    1.00000
  -0.80341    1.00000
   0.15635    1.00000
  -0.15501    1.00000
  -0.46360    1.00000
   0.14195    1.00000
   0.91018    1.00000
  -1.16515    1.00000
   1.23029    1.00000
   1.94362    1.00000
  -0.69205    1.00000
  -0.62809    1.00000
  -0.23792    1.00000
  -0.39095    1.00000
  -1.60206    1.00000
   0.64013    1.00000
   0.42626    1.00000
  -0.90730    1.00000
  -0.45553    1.00000
   0.96940    1.00000
  -0.35955    1.00000
   0.68159    1.00000
   0.84436    1.00000
  -1.61696    1.00000
   0.20827    1.00000
   1.48051    1.00000
  -0.59631    1.00000
   1.76405    1.00000
  -1.04855    1.00000
  -0.34598    1.00000
  -0.68481    1.00000
   0.78120    1.00000
   0.78633    1.00000
  -0.15136    1.00000
   1.07962    1.00000
  -0.36274    1.00000
   2.38314    1.00000
   0.90604    1.00000
  -1.10438    1.00000
   1.12664    1.00000
  -0.10322    1.00000
   0.70657    1.00000
   1.17878    1.00000
  -0.31155    1.00000
   0.38690    1.00000
  -0.11610    1.00000
  -1.67600    1.00000
   0.92221    1.00000
   0.90083    1.00000
  -0.88779    1.00000
  -0.63585    1.00000
   1.88315    1.00000
  -0.67433    1.00000
   0.15651    1.00000
  -0.17155    1.00000
   0.09772    1.00000
   0.53925    1.00000
   0.94448    1.00000
   0.52389    1.00000
   0.39009    1.00000
  -0.63744    1.00000
   0.63503    1.00000
   0.35637    1.00000
   0.65362    1.00000
  -0.29779    1.00000
   1.18803    1.00000
  -1.23483    1.00000
  -0.30901    1.00000
   0.01748    1.00000
   0.67643    1.00000
