1.856001401323629230e+00 1.748661489462099983e+00 -1.100723994191766941e+01
-9.385413041789089306e+00 2.625570690315973899e+00 -2.314310341389831382e+00
-5.323189578438756620e+00 1.517520651726677983e+01 -9.006220128625086474e+00
-2.035408446394812998e+00 1.126476243128944965e+01 7.848094207078284867e+00
9.801769386909804649e-03 1.745602065359240385e+01 1.413647017562281860e+01
2.233434383715615645e+00 1.364295649748963868e+01 7.216096687170288071e+00
1.637667501374429957e+00 7.625454818075190211e+00 -4.769810202607365213e+00
-7.109088793552356123e+00 8.475124166548171800e+00 -7.351993332875952802e+00
-1.593798368613764671e-01 1.252369693983338195e+01 -1.097990302514887162e+01
3.091648929473006291e+00 1.310909499132163525e+01 -1.084115945249746460e+01
6.262190073599463780e+00 1.115690447360018744e+01 -1.238265234792352704e-01
1.451919822049407838e+00 1.670803040299677633e+00 7.524567980779380605e+00
6.360937686702015093e+00 8.310076271925415980e+00 1.017192875992354972e+00
-3.811951098319829256e+00 1.236810462121743903e+01 -9.921669875486403001e+00
-3.892828049931243761e+00 4.741356104328835031e+00 7.375323964498996965e+00
-9.464665318620221868e+00 1.955356059400181579e+01 -1.484107021915930247e+00
1.260204824149848868e+01 1.314969158142406158e+01 1.309860229930618791e+00
5.208750708327615442e+00 1.720015386779870070e+01 -1.021582157539593716e+01
6.280612391484064361e+00 7.464502832861882098e+00 -1.603102435217830871e-02
1.912900728638774750e-01 1.968195330679132837e+01 -4.748797811906585231e+00
4.432500162536788579e+00 1.356308682731805604e+01 5.660782278547599411e+00
-8.362642532464088063e+00 3.908222225864255606e+00 3.423382211935078967e+00
-5.021204944970411255e+00 3.812831227787496946e+00 6.842347074122050898e+00
5.396800683882758243e+00 1.375949977575141681e+01 4.407744440219108384e+00
-1.570819245131025443e+00 1.304484592199553994e+01 7.895626082829095616e+00
7.941878979486456380e+00 1.178213290277062519e+01 -8.644219093630175266e+00
7.791641445904219587e+00 1.972916985673762724e+01 -8.758435970830243278e+00
9.612692940942469733e+00 1.545934629707407737e+01 -7.069313701840163056e+00
-2.399695661112953626e+00 1.075812195406057903e+01 -1.050017253814366924e+01
8.148035980317536175e-01 5.783785814548564552e+00 -1.103922113420793671e+01
1.109914535797584101e+01 8.806111231011733764e+00 -4.937432904657634403e+00
-9.259118900907949978e+00 1.981631856642652068e+01 -3.024139113502367415e+00
-7.656139700701417361e+00 1.730177837456172441e+01 -6.648291923742773335e+00
6.212458254130068802e+00 1.241504232692765264e+01 -3.710510008363412937e-01
-7.323306359104329033e+00 9.078438132824512508e+00 4.936358750116265348e+00
-7.696286438186052514e+00 4.429050447334360818e+00 -6.591252245332627879e+00
-6.593024772100383402e+00 9.070463978884957257e+00 5.695288117744310874e+00
6.360287930520994948e+00 1.611369061852042250e+01 8.927194889688571111e-01
5.558105980755884801e+00 1.500812342823697065e+01 4.125160140380970120e+00
-6.977851058681398655e+00 5.931728793275268252e+00 -7.503279752736387920e+00
6.087301281080847559e+00 7.042634929715864800e+00 1.224639123704984733e+01
-8.587140883415633752e+00 5.094948192343331073e+00 2.982848220133970774e+00
4.283882329449677506e+00 1.785616268782447946e+01 -1.054448930736721657e+01
6.309852801602554351e+00 1.691015584426392593e+01 1.855280035107461922e-01
